Brain_Pathol_2008_Oct_18(4)_469-473.txt,4,7,"p_ARTTS:1 l_51434:1 l_51244:1 l_51123:4 "
Brain_Pathol_2008_Jan_18(1)_62-70.txt,6,10,"p_ISMO10:1 d_7823:1 l_50922:1 l_51259:1 p_DEXA4I:2 l_51123:4 "
Brain_Pathol_2008_Jul_18(3)_378-386.txt,9,21,"l_50922:2 l_51259:4 l_50983:2 l_51434:1 l_50863:2 p_NABC50I:2 l_50970:1 l_51123:5 l_51144:2 "
Brain_Pathol_2009_Jan_19(1)_132-143.txt,6,16,"l_50978:1 l_51259:1 l_51434:1 l_51123:11 p_DEXA4I:1 d_34889:1 "
Brain_Pathol_2009_Jan_19(1)_58-68.txt,11,16,"p_SODCIT3SYR:1 l_50922:1 d_3668:1 d_27739:1 l_50983:1 l_50862:1 p_NABC50I:1 l_50970:3 d_431:1 l_51123:4 p_ALBU5500:1 "
PMC5387965.txt,10,48,"p_INSULIN:2 d_51883:1 l_50912:4 d_7910:20 d_99859:1 d_3995:2 d_5790:1 l_51123:5 l_51144:1 d_4870:11 "
Brain_Pathol_2009_Jan_19(1)_1-11.txt,9,31,"d_34839:1 l_51447:2 l_50983:2 l_51259:1 p_NABC50I:2 l_51434:6 l_50970:1 l_51123:14 l_51263:2 "
Brain_Pathol_2008_Oct_18(4)_484-496.txt,2,4,"p_DEXA4I:1 l_51123:3 "
Brain_Pathol_2010_Jan_20(1)_17-27.txt,5,14,"l_51447:1 l_51259:1 l_51434:1 p_DEXA4I:2 l_51123:9 "
Brain_Pathol_2009_Jul_19(3)_375-383.txt,4,36,"l_50922:2 d_E8888:1 d_0114:1 l_51123:32 "
