PMC2817955.txt,2,6,"l_51123:5 p_INFV:1 "
Angiogenesis_2016_Feb_15_19_107-118.txt,12,32,"d_7823:1 d_36202:1 l_51447:9 l_51117:3 l_50931:1 l_51259:1 l_51434:1 p_NICO14P:2 l_51123:10 l_51255:1 l_51254:1 d_37923:1 "
Adv_Healthc_Mater_2015_Apr_9_4(5)_695-701.txt,3,3,"l_50922:1 l_50970:1 l_51123:1 "
PMC5350310.txt,4,18,"d_51881:1 l_51123:13 d_78607:2 p_INFV:2 "
Angiogenesis_2016_Jul_27_19(4)_513-524.txt,7,46,"p_MICROK10:1 l_51447:35 l_51117:5 l_50862:1 l_51434:1 l_51123:2 p_ALBU5500:1 "
Angiogenesis_2015_May_8_18(3)_283-299.txt,4,8,"p_HEPA5I:2 l_50983:1 p_NABC50I:1 l_51123:4 "
Angiogenesis_2015_Jul_22_18(4)_463-475.txt,5,15,"p_ZINC220:2 l_50952:1 l_51259:1 l_51123:10 p_NIFR150:1 "
Angiogenesis_2016_Jul_5_19(4)_501-511.txt,5,47,"d_5723:18 p_CELE200:23 d_7140:1 l_51123:4 l_50980:1 "
Angiogenesis_2016_Mar_9_19_229-244.txt,4,15,"l_50931:3 l_51259:2 l_51434:1 l_51123:9 "
PMC5366187.txt,5,19,"p_ARTTS:1 d_78321:3 l_51123:13 p_INFV:1 d_78791:1 "
