BMJ_Open_Diabetes_Res_Care_2016_Feb_15_4(1)_e000136.txt,6,62,"p_INSULIN:24 l_50931:28 l_51117:5 l_51447:2 p_IN73HI:1 l_51123:2 "
PMC5223643.txt,9,33,"p_INSULIN:12 l_50912:5 l_50931:8 d_E8888:2 l_51434:1 l_50882:1 p_IN73HI:2 l_51222:1 l_51123:1 "
PMC5369387.txt,5,14,"p_MAAL30L:1 p_MAG2PM:1 l_50960:1 p_DEXA4I:6 l_51123:5 "
BMJ_Open_Diabetes_Res_Care_2015_Nov_13_3(1)_e000129.txt,7,27,"p_INSULIN:7 l_50912:1 p_MAG2PM:1 l_50931:4 l_50960:1 l_51222:8 l_51123:5 "
BMJ_Open_Diabetes_Res_Care_2016_Jul_26_4(1)_e000248.txt,6,18,"d_4918:2 p_INSULIN:1 c_V4589:1 l_50931:2 d_9916:1 l_51123:11 "
PMC5278800.txt,4,17,"l_50952:1 d_E8888:2 l_51123:13 p_NIFR150:1 "
BMJ_Open_Diabetes_Res_Care_2015_Sep_30_3(1)_e000124.txt,6,62,"p_INSULIN:5 l_50813:42 l_50954:2 l_50931:6 l_51123:6 l_51222:1 "
PMC5253439.txt,14,31,"p_INSULIN:9 p_METH125I:1 l_51080:1 p_MAG2PM:2 p_KCL20P:1 l_50912:1 p_TACR1:2 l_50931:4 l_50983:1 p_NABC50I:1 l_50971:1 l_50960:2 l_51123:2 l_51000:3 "
BMJ_Open_Diabetes_Res_Care_2016_Jun_1_4(1)_e000165.txt,5,30,"p_INSULIN:15 l_50931:3 d_E8888:1 l_51222:2 l_51123:9 "
PMC5399745.txt,13,30,"p_ARTTS:2 p_MAAL30L:7 p_MAG2PM:1 p_FERR300L:1 p_KCL20P:1 p_MICROK10:2 l_50902:1 p_FERR325:1 p_CALC100SI:1 l_50960:1 l_50971:1 l_51123:8 p_DEXA4I:3 "
